timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2021-01-01 16:42:00,29277.09000000,29292.32000000,29277.09000000,29283.04000000,17.76881300,1609519379999,520336.76823523,372,12.62607400,369728.14946883,0
2021-01-01 16:43:00,29283.03000000,29296.20000000,29279.98000000,29280.72000000,15.23254100,1609519439999,446094.12968892,496,8.57891200,251237.94209212,0
2021-01-01 16:44:00,29280.73000000,29302.00000000,29280.72000000,29295.06000000,16.04138700,1609519499999,469889.06157365,567,10.04158500,294134.23223572,0
2021-01-01 16:45:00,29295.06000000,29334.67000000,29294.54000000,29331.98000000,27.55379000,1609519559999,807582.43032945,787,15.82907600,463960.78614078,0
2021-01-01 16:46:00,29331.97000000,29343.39000000,29327.12000000,29334.99000000,29.73300700,1609519619999,872314.49290870,788,18.21913700,534521.98991162,0
2021-01-01 16:47:00,29334.99000000,29346.31000000,29328.93000000,29338.24000000,26.70343900,1609519679999,783447.38986185,855,14.64774700,429736.84054304,0
2021-01-01 16:48:00,29338.24000000,29339.06000000,29321.00000000,29321.01000000,12.41999800,1609519739999,364288.47665210,533,5.08109800,149039.22712689,0
2021-01-01 16:49:00,29321.01000000,29321.01000000,29312.33000000,29316.82000000,12.04074200,1609519799999,352996.93743689,562,4.41987100,129576.52031390,0
2021-01-01 16:50:00,29316.82000000,29316.83000000,29308.74000000,29314.26000000,18.80654200,1609519859999,551293.09088274,595,7.65040100,224262.60796127,0
2021-01-01 16:51:00,29314.26000000,29341.20000000,29311.50000000,29340.59000000,18.39119100,1609519919999,539290.47258880,643,9.25950500,271508.64876954,0
2021-01-01 16:52:00,29340.58000000,29358.55000000,29327.10000000,29355.99000000,27.07690500,1609519979999,794582.09137161,868,17.45552200,512258.39156571,0
2021-01-01 16:53:00,29355.99000000,29360.00000000,29349.49000000,29352.96000000,34.57352700,1609520039999,1014913.20537289,694,19.35543000,568194.16146810,0
2021-01-01 16:54:00,29352.95000000,29353.99000000,29322.26000000,29322.88000000,22.32608300,1609520099999,654958.13480822,624,7.55955200,221756.99640218,0
2021-01-01 16:55:00,29322.88000000,29322.89000000,29301.12000000,29302.33000000,23.81572400,1609520159999,698039.88328769,564,5.21335800,152800.71352747,0
2021-01-01 16:56:00,29302.34000000,29315.51000000,29302.33000000,29313.84000000,12.41682300,1609520219999,363954.42276409,435,7.19470300,210887.32866422,0
2021-01-01 16:57:00,29313.85000000,29318.36000000,29313.01000000,29313.89000000,9.67826100,1609520279999,283721.99394066,369,4.15948900,121934.11634389,0
2021-01-01 16:58:00,29313.89000000,29316.00000000,29283.05000000,29289.01000000,39.14604000,1609520339999,1146945.80817994,847,8.32236800,243854.11459986,0
2021-01-01 16:59:00,29289.01000000,29303.37000000,29273.32000000,29300.57000000,17.42675100,1609520399999,510437.59487960,668,9.67056300,283267.51324368,0
2021-01-01 17:00:00,29300.79000000,29300.80000000,29249.18000000,29266.81000000,42.20195700,1609520459999,1235242.57738223,922,16.02884200,469078.10922966,0
2021-01-01 17:01:00,29265.54000000,29292.24000000,29264.99000000,29279.41000000,30.77158900,1609520519999,900915.62300467,843,13.09528800,383392.71413820,0
2021-01-01 17:02:00,29279.41000000,29294.17000000,29279.11000000,29284.74000000,11.07642400,1609520579999,324384.73339987,485,6.07158600,177811.07780205,0
2021-01-01 17:03:00,29284.73000000,29299.27000000,29278.28000000,29299.27000000,13.53267400,1609520639999,396376.33798030,445,6.25890900,183319.20310259,0
2021-01-01 17:04:00,29299.45000000,29311.99000000,29297.14000000,29306.41000000,16.87865600,1609520699999,494606.16626601,548,7.25782600,212670.96044428,0
2021-01-01 17:05:00,29306.41000000,29321.33000000,29305.35000000,29311.55000000,18.32329400,1609520759999,537140.02707092,381,5.29550900,155244.51348052,0
2021-01-01 17:06:00,29310.18000000,29318.98000000,29304.84000000,29313.22000000,10.29752600,1609520819999,301827.75749732,460,4.26734300,125075.23597575,0
2021-01-01 17:07:00,29313.23000000,29313.23000000,29305.14000000,29309.82000000,8.50203600,1609520879999,249191.09023651,430,4.38244700,128445.77013691,0
