timestamp,open,high,low,close,volume
2021-02-26 06:21:02.088,46323.0,46337.0,46320.7,46323.0,2.34643
2021-02-26 06:21:04.101,46316.9,46337.0,46316.9,46316.9,2.72558
2021-02-26 06:21:06.104,46306.5,46337.0,46300.0,46306.5,4.05269
2021-02-26 06:21:08.248,46314.0,46337.0,46300.0,46314.0,4.77539
2021-02-26 06:21:10.328,46307.1,46337.0,46300.0,46307.1,6.07141
2021-02-26 06:21:12.483,46322.4,46337.0,46300.0,46322.4,7.7987
2021-02-26 06:21:14.488,46322.4,46337.0,46300.0,46322.4,8.29373
2021-02-26 06:21:16.598,46317.0,46337.0,46300.0,46317.0,10.0369
2021-02-26 06:21:18.744,46366.3,46366.3,46300.0,46366.3,10.8181
2021-02-26 06:21:20.756,46364.5,46366.3,46300.0,46364.5,11.9003
2021-02-26 06:21:22.810,46352.6,46366.3,46300.0,46352.6,13.8034
2021-02-26 06:21:24.832,46340.9,46366.3,46300.0,46340.9,15.6693
2021-02-26 06:21:26.873,46328.4,46366.3,46300.0,46328.4,16.6159
2021-02-26 06:21:28.911,46319.8,46366.3,46300.0,46319.8,19.5878
2021-02-26 06:21:30.911,46300.0,46366.3,46300.0,46300.0,27.1478
2021-02-26 06:21:32.956,46279.9,46366.3,46278.5,46279.9,28.3321
2021-02-26 06:21:35.031,46281.1,46366.3,46268.0,46281.1,28.911
2021-02-26 06:21:37.079,46310.0,46366.3,46268.0,46310.0,33.612
2021-02-26 06:21:39.091,46268.0,46366.3,46268.0,46268.0,38.264
2021-02-26 06:21:41.096,46250.0,46366.3,46250.0,46250.0,40.2328
2021-02-26 06:21:43.225,46279.1,46366.3,46240.9,46279.1,44.7895
2021-02-26 06:21:45.428,46268.9,46366.3,46240.9,46268.9,45.3576
2021-02-26 06:21:47.576,46248.1,46366.3,46240.9,46248.1,46.8931
2021-02-26 06:21:49.829,46248.7,46366.3,46240.9,46248.7,47.557
2021-02-26 06:21:51.974,46233.4,46366.3,46222.9,46233.4,49.9267
2021-02-26 06:21:54.059,46239.5,46366.3,46220.4,46239.5,51.15
2021-02-26 06:21:56.261,46256.0,46366.3,46220.4,46256.0,52.3343
2021-02-26 06:21:58.439,46251.8,46366.3,46220.4,46251.8,55.1392
2021-02-26 06:22:00.488,46244.3,46366.3,46220.4,46244.3,55.5635
2021-02-26 06:22:02.694,46250.0,46366.3,46220.4,46250.0,55.934
2021-02-26 06:22:04.756,46268.0,46366.3,46220.4,46268.0,57.5861
2021-02-26 06:22:06.811,46265.7,46366.3,46220.4,46265.7,58.6566
2021-02-26 06:22:08.866,46261.6,46366.3,46220.4,46261.6,65.2985
2021-02-26 06:22:10.907,46288.4,46366.3,46220.4,46288.4,66.8917
2021-02-26 06:22:13.167,46286.0,46366.3,46220.4,46286.0,67.7521
2021-02-26 06:22:15.224,46270.8,46366.3,46220.4,46270.8,68.109
2021-02-26 06:22:17.315,46260.9,46366.3,46220.4,46260.9,73.3884
2021-02-26 06:22:19.478,46273.4,46366.3,46220.4,46273.4,73.8245
2021-02-26 06:22:21.520,46242.0,46366.3,46220.4,46242.0,76.5406
2021-02-26 06:22:23.539,46237.9,46366.3,46220.4,46237.9,77.8518
2021-02-26 06:22:25.735,46260.1,46366.3,46220.4,46260.1,80.199
2021-02-26 06:22:28.155,46260.7,46366.3,46220.4,46260.7,80.4564
2021-02-26 06:22:30.349,46276.9,46366.3,46220.4,46276.9,82.1641
2021-02-26 06:22:32.568,46273.6,46366.3,46220.4,46273.6,85.7844
2021-02-26 06:22:34.609,46289.6,46366.3,46220.4,46289.6,86.1407
2021-02-26 06:22:36.620,46287.3,46366.3,46220.4,46287.3,87.2358
2021-02-26 06:22:38.688,46285.0,46366.3,46220.4,46285.0,87.7503
2021-02-26 06:22:40.749,46320.5,46366.3,46220.4,46320.5,89.6674
2021-02-26 06:22:42.846,46313.0,46366.3,46220.4,46313.0,90.3487
2021-02-26 06:22:44.847,46322.8,46366.3,46220.4,46322.8,90.7496
2021-02-26 06:22:46.858,46304.5,46366.3,46220.4,46304.5,91.24
2021-02-26 06:22:48.958,46313.2,46366.3,46220.4,46313.2,91.61
2021-02-26 06:22:50.966,46316.7,46366.3,46220.4,46316.7,92.3769
2021-02-26 06:22:52.981,46321.2,46366.3,46220.4,46321.2,92.947
2021-02-26 06:22:55.003,46315.5,46366.3,46220.4,46315.5,96.5304
2021-02-26 06:22:57.028,46283.2,46366.3,46220.4,46283.2,123.08
2021-02-26 06:22:59.161,46258.0,46366.3,46220.4,46258.0,124.093
2021-02-26 06:23:01.373,46244.5,46366.3,46220.4,46244.5,124.263
2021-02-26 06:23:03.481,46260.1,46366.3,46220.4,46260.1,124.782
2021-02-26 06:23:05.487,46250.0,46366.3,46220.4,46250.0,125.507
2021-02-26 06:23:07.655,46253.0,46366.3,46220.4,46253.0,125.723
2021-02-26 06:23:09.749,46269.6,46366.3,46220.4,46269.6,126.959
2021-02-26 06:23:12.023,46266.0,46366.3,46220.4,46266.0,128.125
2021-02-26 06:23:14.402,46271.1,46366.3,46220.4,46271.1,129.0
2021-02-26 06:23:16.416,46300.3,46366.3,46220.4,46300.3,130.756
2021-02-26 06:23:18.507,46289.9,46366.3,46220.4,46289.9,132.617
2021-02-26 06:23:20.528,46290.9,46366.3,46220.4,46290.9,132.972
2021-02-26 06:23:22.656,46273.8,46366.3,46220.4,46273.8,133.956
2021-02-26 06:23:24.821,46250.1,46366.3,46220.4,46250.1,134.568
2021-02-26 06:23:26.971,46257.2,46366.3,46220.4,46257.2,136.043
2021-02-26 06:23:29.250,46250.1,46366.3,46220.4,46250.1,136.63
2021-02-26 06:23:31.270,46236.1,46366.3,46220.4,46236.1,137.578
2021-02-26 06:23:33.300,46242.5,46366.3,46220.4,46242.5,137.882
2021-02-26 06:23:35.463,46234.5,46366.3,46220.4,46234.5,138.55
2021-02-26 06:23:37.577,46234.1,46366.3,46220.4,46234.1,139.17
2021-02-26 06:23:39.690,46246.5,46366.3,46220.4,46246.5,143.096
2021-02-26 06:23:41.770,46234.1,46366.3,46220.4,46234.1,143.371
2021-02-26 06:23:43.775,46231.9,46366.3,46220.4,46231.9,143.74
2021-02-26 06:23:45.800,46231.8,46366.3,46220.4,46231.8,144.724
2021-02-26 06:23:47.845,46234.5,46366.3,46220.4,46234.5,145.116
2021-02-26 06:23:49.957,46227.4,46366.3,46220.4,46227.4,146.58
2021-02-26 06:23:52.085,46231.8,46366.3,46220.4,46231.8,147.841
2021-02-26 06:23:54.208,46223.3,46366.3,46220.0,46223.3,148.702
2021-02-26 06:23:56.265,46214.7,46366.3,46212.4,46214.7,152.777
2021-02-26 06:23:58.495,46192.9,46366.3,46186.3,46192.9,155.303
2021-02-26 06:23:59.999,46198.4,46366.3,46185.5,46198.4,155.761
2021-02-26 06:24:02.350,46188.0,46195.9,46181.8,46188.0,0.514371
2021-02-26 06:24:04.420,46181.8,46203.9,46181.8,46181.8,4.821
2021-02-26 06:24:06.534,46189.8,46203.9,46175.4,46189.8,5.89008
2021-02-26 06:24:08.665,46189.8,46203.9,46175.4,46189.8,6.17488
2021-02-26 06:24:10.759,46189.8,46203.9,46175.4,46189.8,8.72581
2021-02-26 06:24:12.782,46182.4,46203.9,46175.4,46182.4,8.98446
2021-02-26 06:24:14.846,46196.0,46203.9,46175.4,46196.0,10.8812
2021-02-26 06:24:17.099,46221.8,46221.9,46175.4,46221.8,12.7862
2021-02-26 06:24:19.178,46221.6,46222.4,46175.4,46221.6,13.3659
2021-02-26 06:24:21.249,46236.8,46236.8,46175.4,46236.8,14.5501
2021-02-26 06:24:23.251,46234.9,46249.8,46175.4,46234.9,15.4451
2021-02-26 06:24:25.302,46242.8,46249.8,46175.4,46242.8,15.6856
2021-02-26 06:24:27.442,46244.5,46249.8,46175.4,46244.5,16.0626
2021-02-26 06:24:29.752,46253.2,46258.8,46175.4,46253.2,17.2824
2021-02-26 06:24:32.019,46250.5,46258.8,46175.4,46250.5,17.4151
2021-02-26 06:24:34.058,46277.9,46280.0,46175.4,46277.9,21.1291
2021-02-26 06:24:36.098,46281.3,46281.3,46175.4,46281.3,21.8067
2021-02-26 06:24:38.130,46276.7,46281.3,46175.4,46276.7,22.1551
2021-02-26 06:24:40.207,46247.5,46281.3,46175.4,46247.5,29.1838
2021-02-26 06:24:42.294,46222.8,46281.3,46175.4,46222.8,30.0684
2021-02-26 06:24:44.360,46219.1,46281.3,46175.4,46219.1,30.5336
2021-02-26 06:24:46.533,46219.1,46281.3,46175.4,46219.1,33.3873
2021-02-26 06:24:48.809,46227.4,46281.3,46175.4,46227.4,35.8966
2021-02-26 06:24:50.957,46221.0,46281.3,46175.4,46221.0,36.327
2021-02-26 06:24:53.337,46244.0,46281.3,46175.4,46244.0,36.8752
2021-02-26 06:24:55.395,46262.6,46281.3,46175.4,46262.6,37.7351
2021-02-26 06:24:57.405,46240.5,46281.3,46175.4,46240.5,39.0506
2021-02-26 06:24:59.421,46237.1,46281.3,46175.4,46237.1,40.8393
2021-02-26 06:25:01.471,46223.5,46281.3,46175.4,46223.5,41.9171
