timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-12-06 01:00:00,19268.81000000,19342.00000000,19228.00000000,19296.53000000,1688.04761600,1607218199999,32568379.82812753,30368,869.92935100,16784751.60604238,0
2020-12-06 01:30:00,19296.53000000,19324.77000000,19236.03000000,19261.52000000,689.39172800,1607219999999,13287566.98332058,20625,326.19902800,6287328.42850787,0
2020-12-06 02:00:00,19261.51000000,19288.06000000,19206.03000000,19271.95000000,998.72512200,1607221799999,19223427.31015096,19987,502.43629800,9668775.43281687,0
2020-12-06 02:30:00,19271.95000000,19278.00000000,19227.00000000,19233.43000000,451.30298800,1607223599999,8687203.23342107,13149,209.03317900,4023521.62725406,0
2020-12-06 03:00:00,19233.44000000,19245.91000000,19147.06000000,19198.49000000,730.67512200,1607225399999,14029932.56946683,15604,370.31965700,7111504.28403924,0
2020-12-06 03:30:00,19198.49000000,19199.44000000,19137.18000000,19183.39000000,492.45245500,1607227199999,9438791.93234958,11984,238.91497400,4579263.18081486,0
2020-12-06 04:00:00,19183.39000000,19231.08000000,19155.04000000,19203.00000000,468.37047300,1607228999999,8986102.22547118,11100,245.94703900,4719340.61101929,0
2020-12-06 04:30:00,19203.12000000,19225.50000000,19183.88000000,19185.92000000,413.46381300,1607230799999,7936859.12401744,8651,193.63380700,3716967.49516669,0
2020-12-06 05:00:00,19185.92000000,19222.54000000,19105.00000000,19125.12000000,698.38990700,1607232599999,13382871.84662633,15292,298.41800600,5718849.37400401,0
2020-12-06 05:30:00,19125.13000000,19178.64000000,19115.35000000,19151.97000000,356.59832400,1607234399999,6828339.52079132,10422,180.30806900,3452517.23155202,0
2020-12-06 06:00:00,19152.00000000,19213.92000000,19133.50000000,19195.08000000,434.79400500,1607236199999,8337705.11976351,15321,224.34094100,4302486.77379253,0
2020-12-06 06:30:00,19195.08000000,19224.66000000,19175.67000000,19183.94000000,410.50897600,1607237999999,7883365.58872184,13566,197.04654700,3784047.30869727,0
2020-12-06 07:00:00,19184.23000000,19258.00000000,19172.30000000,19241.24000000,441.45915500,1607239799999,8478387.43836373,13638,238.94335000,4588981.84957410,0
2020-12-06 07:30:00,19241.23000000,19260.00000000,19205.28000000,19230.99000000,480.34681800,1607241599999,9237324.56292570,13688,256.13616000,4925691.89767511,0
2020-12-06 08:00:00,19230.99000000,19251.00000000,19121.00000000,19150.79000000,669.78142200,1607243399999,12850931.43147061,15467,303.71340200,5828115.23014373,0
2020-12-06 08:30:00,19150.79000000,19151.05000000,19003.64000000,19017.56000000,1333.29911700,1607245199999,25430985.65026596,24934,574.25395700,10955394.76386094,0
2020-12-06 09:00:00,19017.54000000,19083.98000000,19000.00000000,19050.00000000,873.75898700,1607246999999,16647680.90245259,19817,448.55700100,8547016.75723038,0
2020-12-06 09:30:00,19050.00000000,19079.84000000,18950.87000000,19042.22000000,1213.39860500,1607248799999,23064981.24309831,25407,571.39735200,10861795.71874093,0
2020-12-06 10:00:00,19042.23000000,19061.53000000,18957.04000000,19024.78000000,635.91785400,1607250599999,12091254.41219743,17874,311.90768100,5930786.45502440,0
2020-12-06 10:30:00,19024.35000000,19058.55000000,18991.64000000,19041.31000000,488.09830200,1607252399999,9286247.42693089,15021,222.21008600,4227620.21057254,0
2020-12-06 11:00:00,19041.32000000,19048.17000000,18959.73000000,18972.48000000,558.72355400,1607254199999,10619759.75744323,13132,262.53631300,4989903.76346622,0
2020-12-06 11:30:00,18972.49000000,19100.00000000,18970.00000000,19089.16000000,556.90525200,1607255999999,10598235.40436367,13123,331.30238300,6305645.37891517,0
2020-12-06 12:00:00,19089.15000000,19089.16000000,19036.33000000,19060.25000000,455.79414400,1607257799999,8684790.31692846,10554,182.03372900,3468460.91055393,0
2020-12-06 12:30:00,19058.84000000,19060.12000000,18960.55000000,18982.47000000,655.43218400,1607259599999,12451250.69739237,15847,274.55237900,5215895.72233576,0
2020-12-06 13:00:00,18982.87000000,19020.00000000,18966.78000000,19018.74000000,429.93755000,1607261399999,8169546.94147116,12790,212.40007500,4035981.88171990,0
2020-12-06 13:30:00,19018.74000000,19021.00000000,18857.00000000,18953.07000000,1670.66403800,1607263199999,31612346.16348441,30917,729.61836800,13805254.18703882,0
2020-12-06 14:00:00,18953.07000000,19095.00000000,18930.98000000,19070.64000000,1008.94102700,1607264999999,19181684.34223452,21326,489.95992200,9316141.25594199,0
2020-12-06 14:30:00,19070.64000000,19131.53000000,19039.81000000,19120.00000000,800.63823300,1607266799999,15283228.34374833,17265,412.01843800,7865260.78826097,0
2020-12-06 15:00:00,19120.27000000,19152.38000000,19094.00000000,19126.26000000,790.05646700,1607268599999,15110349.57113081,16505,414.73711100,7932497.25334559,0
2020-12-06 15:30:00,19126.26000000,19140.00000000,19100.45000000,19125.83000000,560.22956700,1607270399999,10712234.58873593,12823,285.83982300,5465395.50488625,0
2020-12-06 16:00:00,19125.84000000,19213.09000000,19018.00000000,19052.02000000,1340.83505100,1607272199999,25652159.17090913,27949,703.88359900,13470499.38369603,0
2020-12-06 16:30:00,19052.01000000,19116.81000000,19035.10000000,19106.80000000,586.60897600,1607273999999,11196922.76606019,13615,293.35794200,5599083.24374596,0
2020-12-06 17:00:00,19106.46000000,19177.16000000,19065.91000000,19152.62000000,518.37054100,1607275799999,9915048.09182267,13819,253.07080500,4840545.08984342,0
2020-12-06 17:30:00,19152.63000000,19169.71000000,19117.59000000,19128.02000000,402.22630700,1607277599999,7700883.48162617,11372,208.44200500,3990603.82265876,0
2020-12-06 18:00:00,19127.86000000,19174.36000000,19093.78000000,19121.96000000,546.74790300,1607279399999,10462981.43415668,14032,276.28495200,5287307.58783700,0
2020-12-06 18:30:00,19121.96000000,19138.99000000,19100.90000000,19105.21000000,323.33855800,1607281199999,6181355.08862822,8573,160.55805600,3069516.36901210,0
2020-12-06 19:00:00,19105.20000000,19156.96000000,19076.47000000,19079.21000000,523.26532000,1607282999999,10001365.85140912,11487,250.28805900,4784614.24755681,0
2020-12-06 19:30:00,19079.21000000,19140.00000000,19077.74000000,19132.62000000,347.17662400,1607284799999,6638703.90945178,10271,182.06603300,3481405.17519602,0
2020-12-06 20:00:00,19132.62000000,19152.77000000,19123.41000000,19140.03000000,355.47452300,1607286599999,6803346.21839294,9221,183.88937100,3519258.85009441,0
2020-12-06 20:30:00,19140.03000000,19184.62000000,19130.00000000,19168.73000000,513.34019100,1607288399999,9836169.56186977,11872,273.48792600,5240369.09610921,0
2020-12-06 21:00:00,19168.73000000,19173.00000000,19114.01000000,19148.88000000,488.26695700,1607290199999,9346463.39464767,10339,197.86969600,3787346.10148712,0
2020-12-06 21:30:00,19148.88000000,19244.00000000,19146.50000000,19238.08000000,1118.30312800,1607291999999,21475490.00527931,16494,700.12323800,13442957.64378491,0
2020-12-06 22:00:00,19238.08000000,19249.00000000,19165.02000000,19169.39000000,692.40214600,1607293799999,13308053.00817758,16165,375.36811100,7215222.93599001,0
2020-12-06 22:30:00,19168.89000000,19169.02000000,19045.00000000,19125.44000000,789.02629600,1607295599999,15080337.27725307,22805,378.55746000,7235228.82136642,0
